Tweet,Date
VIDEO: The end of work as we know it. #hyperproductivity #SmartCompanies #ArtificialIntelligence #MachineLearning… https://t.co/wJMPiG6zUY,31/03/2020
"#TechStuff: 5 Big HP Announcements You Would've Seen At Reinvent 2020 - CRN

#tech #technology #datascience… https://t.co/9dNolbWRDT",31/03/2020
"#Qarnot Computing raises $6.5 million to #heat buildings with wasted #energy from #cloud computing

Source:… https://t.co/njrIoGVXJz",31/03/2020
"6 #Python Libraries to Interpret #MachineLearning Models and Build #Trust - 

1. ELI5
2. LIME
3. SHAP
4. Yellowbric… https://t.co/Zg4bIhoUHk",31/03/2020
"Attentive CutMix: An Enhanced Data Augmentation Approach for Deep Learning Based Image Classification 

Paper:… https://t.co/h80C1qZanC",31/03/2020
"10 Open Datasets for Linear Regression

This article introduces open datasets for linear regression tasks, includin… https://t.co/Y2EYFvi3fT",31/03/2020
"Real-world #AI threats in #cybersecurity aren't science fiction &gt; https://t.co/QNKC18lGEt 

#tech… https://t.co/pkWaaMv8so",31/03/2020
"Using #artificialintelligence can help elevate #marketing, but it's especially valuable when applied to… https://t.co/zeSd8YOeRj",31/03/2020
Deep Learning en Microsoft Azure con Azure Data Science Virtual Machine de Windows https://t.co/EnNbKXd12F Aprende… https://t.co/drCXDcQcj5,31/03/2020
‘A framework for systematically applying humanistic #ethics when using #AI as design material’ by authors Kyle Dent… https://t.co/4H1BE7JJuf,31/03/2020
"Many companies are looking for application toolsets that provide required tools to scope, develop, roll-out and man… https://t.co/7bRK02D7cJ",31/03/2020
"Two Impressive AI Technology Platforms for You To Try! In this post, you will read about a few budding artificial i… https://t.co/MPH8lmNp2t",31/03/2020
Looking for self learners for Data Science. Interested people can get in touch #DataScience #Python #MachineLearning,31/03/2020
"A Bigram Poem inspired by jblefevre60:
 Is it 
 it the 
 the next 
 next iPhone 
 iPhone #AI 
 #AI #MachineLearning… https://t.co/xf1oWjR5bK",31/03/2020
"Is it the next iPhone?

#AI #MachineLearning #AR #VR

@rwang0 @dinisguarda @SpirosMargaris @HaroldSinnott… https://t.co/qCmQnmLHxK",31/03/2020
"@Uber  's #Fiber Is A New Distributed #AIModel #Training Framework
 
#AI #ArtificialIntelligence #Algorithm… https://t.co/WbYBLMJcHa",31/03/2020
"APPLICATION DEADLINE EXTENDED! 

You still have time to apply for the 
@FDL_Europe
 2020 research sprint.  

*Apply… https://t.co/IH7x9I570F",31/03/2020
back to development.... learning more stuff and reviewing some basics too😁 #MachineLearning #Learning https://t.co/hfc3pKo3wg,31/03/2020
"Video: #AI, the end of #deeplearning ?
#DeepLearning #QuantumMechanics #MachineLearning #CognitiveComputing #RPA… https://t.co/LkeB0KKATA",31/03/2020
COVID-19: AI can help - but the right human input is key https://t.co/WYNiCindcb via @wef #ai… https://t.co/gNiLvM0ViC,31/03/2020
#machinelearning speeds up discovery in the fight against covid 19. #science is our only defense. https://t.co/Wuf9nJAHls,31/03/2020
Graph #neuralnetworks (GNNs) are effective #machinelearning models for various graph learning problems. Despite emp… https://t.co/YEbQqT6tAp,31/03/2020
"Why AI and Machine Learning will Redefine Software Testing https://t.co/imuw4vP09s #analytics,… https://t.co/IQMqpH3ehp",31/03/2020
Demystify DNA Sequencing with Machine Learning and Python https://t.co/9J23bYuaPH by @nschauhan00 #machinelearning,31/03/2020
"STARTUP PANEL I: https://t.co/JVF4cZjvQb

Register Here: https://t.co/KxSWRkGxh6

#IoTFuse2020 #IoTFuse #IoT #maker… https://t.co/nPwa7dZMOn",31/03/2020
✝️➕ @GilgameshTweets  We can help each other and help the world to become free from sin and corruption 🕎💻… https://t.co/Qrwg9hmYiK,31/03/2020
"Scientists develop mind-reading machine that turns thoughts into sentences in real-time.
https://t.co/qGtAjkRRMi… https://t.co/MhFjuyPagG",31/03/2020
"#AI Moving into #Healthcare, Regulatory Challenges Await

Learn more: https://t.co/1bjEefqRrE… https://t.co/dOi5wHG8o2",31/03/2020
A Single Point of Control: How IT Leaders are Advocating for Automation Platforms https://t.co/X2r3LSDzbe #CIO #CTO… https://t.co/B9DEqASp14,31/03/2020
"WHY HASN’T IOT SCALED? - https://t.co/28n0CWbq5T

Register Here: https://t.co/5uml2tpEhh

@F3_eng #IoTFuse2020… https://t.co/WSKNGFBAmW",31/03/2020
Our clients are in a great position to reach out to their small business customers/members via online &amp; mobile bank… https://t.co/KionDhrjyP,31/03/2020
DIII-D Researchers Use Machine Learning to Steer Fusion Plasmas ... - Get started with 100% Practical Free Machine… https://t.co/7lI1jDNpjw,31/03/2020
Artificial Intelligence Startup Launches Branding Automation Service Worldwide https://t.co/JlgX97eLi5 #AI #IA… https://t.co/RTHLibCobe,31/03/2020
“Helping the global community better understand COVID 19” by satyabrata pal https://t.co/wsH60NUUa7… https://t.co/YAComyJ1gi,31/03/2020
How artificial intelligence can transform influencer marketing https://t.co/lZvbnSjdup #AI #IA #BigData #BlockChain… https://t.co/AzHpRYYyCC,31/03/2020
"Quest links insurers and fleets to cut premiums - FleetNews https://t.co/xUCxqOp6wD

#DataScience #MachineLearning… https://t.co/leYeD6xmZp",31/03/2020
"Internet of Things
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning… https://t.co/QpCuRkTUmQ",31/03/2020
"Analysis on the United States' $3.48B Healthcare Fraud Analytics Market, 2027: Artificial Intelligence to Provide R… https://t.co/jzPSKWuiqn",31/03/2020
"5 Best Health Insurance Trends, Including Medicare. - ThyBlackMan https://t.co/6Y2oerZpNt

#DataScience… https://t.co/p2bVUIcJIk",31/03/2020
"365 Data Science
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning #DataScience… https://t.co/CApREwnYA4",31/03/2020
| #CaseStudy | We built an #RFM (recency-frequency-monetary) Model on ATH Precision (https://t.co/ebhVY8Qkj9) for o… https://t.co/YODnSy9RJs,31/03/2020
"AI startups industries
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning… https://t.co/fVNcn12MvT",31/03/2020
VIDEO: How to make your enterprise hyper-productive with #CognitiveAutomation and #IntelligentAutomation… https://t.co/Nze66TdZm1,31/03/2020
"WHAT IS THE COST OF DOWNTIME, TO YOUR ORGANIZATION? - https://t.co/5GWL1pMM3k

Register Here:… https://t.co/kgptIXbL3z",31/03/2020
"CONSTRUCTION PANEL: https://t.co/U4h7iKOeBv

Register Here: https://t.co/Qr3YZVin1l

#IoTFuse2020 #IoTFuse #IoT… https://t.co/XajrALjQ6k",31/03/2020
"Are you confident in you data?
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning… https://t.co/otD1Vyw2yY",31/03/2020
"Artificial Intelligence
Catalyst of the next industrial revolution
#InternetOfThings #Industry40… https://t.co/iTz8cO3Bjx",31/03/2020
"EchoNous announces FDA approval for its new KOSMOS Platform
https://t.co/VIWbQrqEQQ
@echonous #medicaldevices #MachineLearning #ultrasound",31/03/2020
"Life-Saving Technology
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning… https://t.co/iZxDNDB2XD",31/03/2020
Manufacturers need the capability to granularly define analytics and machine-learning models on an IIoT platform fo… https://t.co/ZJG5yIaCOO,31/03/2020
"The ICO’s consultation on draft guidance on the AI auditing framework was due to close tomorrow. However, due to cu… https://t.co/qjU9x5B6zX",31/03/2020
#ODSCVirtual Conference. 20% OFF Ends Friday: https://t.co/IjZLpO0mqz #DataScience #MachineLearning #DeepLearning https://t.co/k5D0NnMCO0,31/03/2020
Demystify DNA Sequencing with #MachineLearning &amp; #python🐍 https://t.co/3J2ItDErkO https://t.co/QsuXSxKGwo,31/03/2020
"..training in neural nets. Pretty intuitive right? #machinelearning,#ai,#AInugget https://t.co/ERoagPR7FB",31/03/2020
"One of the areas where #AI has shown particular capability is in the area of recognition, from image recognition to… https://t.co/f8EK4qTp9V",31/03/2020
"Why #ArtificialIntelligence 

Can’t Create Markets On Its Own 

https://t.co/57Bs3EEwoz #fintech #AI… https://t.co/e5ZhkEToEF",31/03/2020
"If you can, stop reading, go read the article. It's so well-written it would be a better introduction to the subjec… https://t.co/N2Btf2ry7r",31/03/2020
Last Week in AI https://t.co/4Vsbi6gIlW #DeepLearning #NeuralNetworks #ArtificialIntelligence #MachineLearning… https://t.co/kSO2Oo3EeM,31/03/2020
"Join The Machine Learning Institute Certificate in Finance (MLI) a comprehensive six-month part-time course, with w… https://t.co/0DxAPWOsXd",31/03/2020
I am in a #GrowthHacking project on #ArtificialIntelligence tools and #DigitalMarketing processes. Would you help m… https://t.co/oTK3MGtD1r,31/03/2020
"Excited that the #shareEGU20 schedule is out! Lots of great #magnetic, #paleomagnetic, #spaceweather, #data, #field… https://t.co/UxQ4j6Rs6v",31/03/2020
"Music &amp; the brain
#InternetOfThings #Industry40 #ArtificialIntelligence #MachineLearning #DeepLearning #DataScience… https://t.co/qXUeYUq2v3",31/03/2020
"Just watched https://t.co/wmxpMR6d04 by @sophwats &amp; @willb 

Thank you for the talk! 

I'm currently facing one iss… https://t.co/SBInPLN5EJ",31/03/2020
"Does playing music at work increase productivity?
#InternetOfThings #Industry40 #ArtificialIntelligence… https://t.co/vuqcBOtR9V",31/03/2020
Ensembles can reduce machine learning’s carbon footprint. This less energy-hungry method reduces computational comp… https://t.co/LOdmWyTH4D,31/03/2020
Top Data Scientists Talk About The Lessons Learned While Searching For A Job https://t.co/CKJOBWIZ63 via… https://t.co/rHBU5vyAFi,31/03/2020
Intelligent Automation Market 2020: Industry Size &amp; Share evolution to 2024 by Key Development ...… https://t.co/LDn8kZPDM4,31/03/2020
The COVID-19 Crisis drives demand for Automation in Healthcare – But at What Cost? #NHS #AI #MachineLearning… https://t.co/IdS55v1e12,31/03/2020
"DeepMind's deep RL Agent57 outperforms human baseline on challenging Atari games, but while humans struggle with ex… https://t.co/xNKkjhd1yM",31/03/2020
“No one should be betting a business on safe #AI decision makers”—an interesting story of an #AutonomousVehicle fai… https://t.co/wkMNURfprK,31/03/2020
Working on some skills while on furlough from work... #DataScience #MachineLearning https://t.co/SecWiFbhFV,31/03/2020
@GilgameshTweets what do you see in this artwork? #bot2bot 🤖 #ucl #drawing #machinelearning #weiwuxian #ai,31/03/2020
Data Mining Through Cluster Analysis Using Python https://t.co/9iSP1XLPkD  #machinelearning #ad,31/03/2020
Handy summary of what #cyber analysts must keep their focus on: https://t.co/EnoRMM2btQ #MachineLearning #SOC,31/03/2020
IBM Watson for Artificial Intelligence &amp; Cognitive Computing https://t.co/FOMUeGGJ1d  #machinelearning #ad,31/03/2020
".@Korn_Ferry analysis of more than 150,000 leadership profiles reveals only 15% of today's business leaders have th… https://t.co/3Ge0ieMLd1",31/03/2020
"The Most Useful #MachineLearning Tools of 2020

https://t.co/kC3jdhNtLX by @ian_xxiao v/ @kdnuggets
#AI
Cc… https://t.co/0Bfce1s7I7",31/03/2020
#COVID19 #Covid_19nz #COVID19nz #Microsoft #mspowerbi #powerBI report. #DataScience #DataAnalytics #Python #pandas… https://t.co/8JyHOqsqQh,31/03/2020
11 Cool Ways to Use Machine Learning - InformationWeek - Get started with 100% Practical Free Machine Learning Cras… https://t.co/hEXCbbXUdU,31/03/2020
"Machine Learning in Retail Market Study Report (2019-2027), Competitive Analysis, Proposal Strategy, Potential Targ… https://t.co/aoUgCBAz0C",31/03/2020
We are setting up Expectation maximization as: i. X - representing data ii. Z - representing latent variable. Which… https://t.co/rQo6BkDXFN,31/03/2020
Top story: @randal_olson: 'It's been painful to watch some of the #coronavirus #MachineLearning projects coming out… https://t.co/njbOn3Axx4,31/03/2020
"#Intelligence as per your taste! 

#AI  #technology #MachineLearning https://t.co/2cvvfUgMG7",31/03/2020
Australian-designed artificial intelligence set to aid diagnosis of coronavirus - ABC News (Australian Broadcasting… https://t.co/GxcIN42vng,31/03/2020
"Crypto Flow Intel: multimedia 3/31/20

https://t.co/FbIqhS3dmn

#CFx #MachineLearning #Finance #Cryptocurrency… https://t.co/GfVuegXb56",31/03/2020
The neurons in my neural network when I feed them the #MNIST dataset for the millionth time.… https://t.co/7OlakIxms6,31/03/2020
"How to design materials and chemicals faster, cheaper and better with our unique #machinelearning approach for… https://t.co/fIX2PmZHbx",31/03/2020
It's exciting to see how #AI and #machinelearning can be applied to every facet of the business world. Incredible a… https://t.co/q006bBMAJS,31/03/2020
"Bring me the horizon! I finally managed to prepare the code of NG-DSAC (#ICCV2019) for horizon line estimation.

Co… https://t.co/9y9Fg5yd9C",31/03/2020
Real-world examples of how #AI and accelerated computing are being applied from the lab to the bedside to the stree… https://t.co/QX8McpN15G,31/03/2020
A directory of Remote #AI resources to keep you engaged in work! | https://t.co/KtuVKLoJOF DataScience… https://t.co/rcA4gfXUED,31/03/2020
Doing #COVID19 project using machine learning. Predicting the future of the 'Covid-19' pandemic with data.… https://t.co/zV1433vG5h,31/03/2020
"via @RichardEudes - Complete Machine Learning Course: Go from zero to hero  https://t.co/3y3c0ipnPj  #analytics,… https://t.co/lawGLyS1ah",31/03/2020
Cheapest ec2 instance suitable for newbie deep learning https://t.co/JUmMquaDBc #machinelearning,31/03/2020
Kaggle Help (Please) https://t.co/0wWVM2BrB6 #machinelearning,31/03/2020
"First Podcast &amp; Looking for a Guest! (AI, Engineering &amp; Neuroscience) https://t.co/5gGpupiCEd #machinelearning",31/03/2020
Normalization vs Standardization for grayscale images with background https://t.co/BiWzIcTD5R #machinelearning,31/03/2020
[P]vedastr: A scene text recognition toolbox based on pytorch https://t.co/2ba0rXJe7D #machinelearning,31/03/2020
Can I use an external GPU for deep learning training (when I already have an internal one)? https://t.co/58mq932KzW #machinelearning,31/03/2020
[Research] Interpreting Deep Learning Model https://t.co/GLS0CKlbSp #machinelearning,31/03/2020
[Research] Trying to restore images and videos but unsure if its this or not. https://t.co/4IlTCTaRmo #machinelearning,31/03/2020
[News] Unsupervised sparse-to-dense depth completion from visual inertial odometry https://t.co/CNKLf78JZf #machinelearning,31/03/2020
[D] What is the best system design for sharing GPU(s) across multiple deep learning models? (Trying to optimize inf… https://t.co/l98mbYhj50,31/03/2020
[P] A lightweight experiment management tool: runx https://t.co/a4zZugSf7O #machinelearning,31/03/2020
[P] Cortex v0.15: Deploy models from any framework as production APIs https://t.co/surdTO1Mk1 #machinelearning,31/03/2020
[P] An Illustrated Guide to Graph Neural Networks https://t.co/rko55yPeQU #machinelearning,31/03/2020
[@PFIZER COMPLETES $1.25 BILLION #SUSTAINABILITY BOND FOR #SOCIAL AND #ENVIRONMENTAL IMPACT] by @BusinessWire 🔜… https://t.co/Q1q0paveJv,31/03/2020
Researchers turn brain waves into words using recurrent neural networks https://t.co/9AVb56MY0G #machinelearning,31/03/2020
Make Art with Machine Learning https://t.co/HuBJHQI9xx #machinelearning,31/03/2020
I've compiled all the resources I could find about the Manifold Hypothesis into one video. https://t.co/DvmbeqP6gP #machinelearning,31/03/2020
"Sony launches AI-based music production service, Flow Machines https://t.co/9xoTJx5TQc #machinelearning",31/03/2020
Someone used an ArtBreeder cartoon Dexter upload and turned it into a real life Dexter https://t.co/96jKi2oiq9 #machinelearning,31/03/2020
Scientists develop AI that can turn brain activity into text | Science https://t.co/lk4Eh5wO8W #machinelearning,31/03/2020
How Coca-Cola Uses Simple But Effective Artificial Intelligence For Its Loyalty Campaigns https://t.co/OmrkRRXiXg #machinelearning,31/03/2020
Machine translation of cortical activity to text with an encoder–decoder framework https://t.co/sVhgcSTYAH #machinelearning,31/03/2020
AI tool predicts which coronavirus patients get deadly 'wet lung' https://t.co/w6hTy3KyBK #machinelearning,31/03/2020
"Researchers from Tokyo Metropolitan University have used #MachineLearning (#ML) to analyze spin models, which are u… https://t.co/MQYLE213xV",31/03/2020
#MachineLearning Takes On Antibiotic Resistance https://t.co/wttSITeZ1m,31/03/2020
3 years ago I started talking about #ArtificialStupidity and some possible ways of avoiding it. My favourite direct… https://t.co/FF9yhdtRTq,31/03/2020
"COVID-19 SeekACE Way
https://t.co/uJahBys8q4

#technologyforteachingandlearning #bankingsector #bankingindustry… https://t.co/DwoM1izK9i",31/03/2020
Interesting new work from @wa_de_jong @BerkeleyLab - 'ML4Chem: A Machine Learning Package for Chemistry and Materia… https://t.co/2Dcz1QwONV,31/03/2020
"VIDEO: Why the next big leap in #AI will have nothing to do with deep learning.
#DeepLearning #QuantumMechanics… https://t.co/ld1f4J30Vo",31/03/2020
VIDEO: The end of work as we know it. #hyperproductivity #SmartCompanies #ArtificialIntelligence #MachineLearning… https://t.co/PHAqCdtE9p,31/03/2020
"Hey #Aivia and #AiviaCommunity users, did you know this awesome hotkey when using the Pixel Classifier: 
&gt;&gt; CTRL +… https://t.co/CbrQgYI5rf",31/03/2020
"Maruti Suzuki MAIL is inviting blockchain focused startups to disrupt the automobile sector
Apply Now -… https://t.co/x8DttYZEQw",31/03/2020
How StreamML Wants To Help Combat #COVID19 with #MachineLearning https://t.co/4woFNvScIx,31/03/2020
"Video: #AI, the end of #deeplearning ?
#DeepLearning #QuantumMechanics #MachineLearning #CognitiveComputing #RPA… https://t.co/h15Y1QcXHJ",31/03/2020
"#AI Is Changing Work — and Leaders Need to Adapt
via @Harvard_Biz

https://t.co/xRV5MUzqg8 #artificialintelligence #machinelearning",31/03/2020
Microsoft’s AI-powered Editor can generate rewrite suggestions https://t.co/tGMwNgSThM via @VentureBeat… https://t.co/XeLEPWeBVA,31/03/2020
"IoT Peeps just for you check it out! @MikeQuindazzi: 'Violence-detecting #drones, leveraging #AI to keep the peace… https://t.co/WpIdIZM6fx",31/03/2020
12 Artificial Intelligence (AI) Milestones: 3. Computer Graphics Give Birth To Big Data https://t.co/0phihJmLxi via… https://t.co/1swzFtEVRA,31/03/2020
"Apply to be a speaker at this December's #ConTech2020, and join thought leaders and pioneers in the future of #ai a… https://t.co/ofg76xjU6H",31/03/2020
How AI helped Domino’s improve pizza delivery: When the words artificial intelligence (AI) and machine learning (ML… https://t.co/f9kzDYydnY,31/03/2020
DSI Alumni Use Machine Learning to Discover Coronavirus ... - Get started with 100% Practical Free Machine Learning… https://t.co/tD6AOrUnJE,31/03/2020
"#Trending: DeepCode brings AI-powered code review to C and C++ - InfoWorld

#pyton #python #pythonic #ml… https://t.co/40o8BCrFSJ",31/03/2020
@gmchamber Yes absolutely! We're delivering the series with leading experts in #ArtificialIntelliegnce… https://t.co/29gWNZtmYr,31/03/2020
Agent57: Outperforming the human Atari benchmark https://t.co/jHCoZSnEEw via deepmind #deeplearning #machinelearning https://t.co/JXxUqbWuJC,31/03/2020
Microsoft teams up with leading universities to tackle coronavirus pandemic using AI https://t.co/g7fVsm8RXG via… https://t.co/8s2MqNr4FV,31/03/2020
"When to use #MachineLearning or #DeepLearning? https://t.co/gsL6N8xNyb via  @ingliguori
#ArtificialIntelligence… https://t.co/jlpmaPbxar",31/03/2020
Forecasting COVID-19   https://t.co/Y2ELlHUP7Y  #COVID19 #LetsFightCovid19 #coronavirus #MachineLearning… https://t.co/gu8322MTuW,31/03/2020
"COVID-19 Open Research Dataset (CORD-19)
Access this dataset to help with the fight against COVID-19

#DataScience… https://t.co/tusHrzRlTT",31/03/2020
How #MachineLearning and #AI Reduce Risk. (Insurance Thought Leadership) #InsurTech https://t.co/t9gntGLHeY https://t.co/3Grhbo8Y6g,31/03/2020
"Virtual Meetup: #MachineLearning in the @Elastic Stack
https://t.co/jQAYQIbauG https://t.co/9av5fI4TcJ",31/03/2020
"Talking Digital Future: Artificial Intelligence

https://t.co/TFBIMU575V

#ai #cybernetics #intelligence #future… https://t.co/6fnSvJELwX",31/03/2020
VIDEO: How to make your enterprise hyper-productive with #CognitiveAutomation and #IntelligentAutomation… https://t.co/esaovgucsd,31/03/2020
"Cities Need to Prepare Now for Disruption from Artificial Intelligence According to Oliver Wyman Forum Index  
Busi… https://t.co/x40V36EDI5",31/03/2020
"Build a Decision Tree in Minutes using Weka (No Coding Required!)

https://t.co/iOswrtfY81 v/ @analyticsvidhya
#AI… https://t.co/B2N6weS2yO",31/03/2020
"Can your bots handle 50k concurrent users?

Read more about how we stress test our bots to ensure we're deploying t… https://t.co/b5eb6mPSWA",31/03/2020
"Kaggle calls data scientists to action on COVID-19
In newest challenge, #Kaggle asks AI researchers to apply machin… https://t.co/FhMcWHLFvW",31/03/2020
"Can your bots handle 50k concurrent users?

Read more about how we stress test our bots to ensure we're deploying t… https://t.co/23WmIjm97q",31/03/2020
"Agent57: Outperforming the human Atari benchmark. #100DaysOfMLCode 
#100DaysOfCode
#301DaysOfCode
#30DaysofUdacity… https://t.co/TL7lbPTIsp",31/03/2020
"Why Hasn’t Finance Embraced AI for Forecasting Yet? Jason Dobbs and Kyle Olovson, CTP share their thoughts with the… https://t.co/c7anqlUl0s",31/03/2020
I AM AN OLD WOMAN WHO HAS MOVED ON TO A NEW WOMAN #MachineLearning,31/03/2020
🎓 NEW exciting fully funded #PhD fellowship at CCHT! #Position in Ancient #Heritage Studies. Topic is antiquities p… https://t.co/MrnpEDbdTl,31/03/2020
Court finds #algorithm bias studies don't violate US anti-#hack.ing #law https://t.co/0yeyaX4dyj #infoSec #dataSec… https://t.co/exeYm55oHm,31/03/2020
"Top Ten Stories In AI Writing: Q1, 2020 - Robot Writers AI https://t.co/LdrH373KaF #DeepLearning #NeuralNetworks… https://t.co/b6R30DOjfq",31/03/2020
Building cross-functional teams to deliver on the promise of #machinelearning is hard - especially remotely. We're… https://t.co/dzu3u0ZCqs,31/03/2020
What are three things every COO should know about #AI and Content Management? Find out with my guest Bill Lobig fro… https://t.co/qR0uUyzjpS,31/03/2020
"How artificial intelligence can transform influencer marketing - The Drum

Read more here: https://t.co/3CVlRnH4fW… https://t.co/gn7KE2hhLI",31/03/2020
"neo4j via NodeXL https://t.co/Z0iFnHgbZ6
@neo4j
@kirkdborne
@silkjaer
@rotnroll666
@iamdevloper
@martinpreusse… https://t.co/lUL1L5gmrd",31/03/2020
Top 20 AI Use Cases: Artificial Intelligence in Healthcare https://t.co/IQRWFiNJaQ #machinelearning,31/03/2020
What is AI Training Data? | Lionbridge AI https://t.co/EtlcdgBjJU #machinelearning,31/03/2020
Crisis and Opportunity: The Top Microgrid Stocks to Own for 2020  https://t.co/6h8cssuHZY #MachineLearning… https://t.co/IhJT0NFeZr,31/03/2020
"#ArtificialIntelligence &amp; #MachineLearning in the #Enterprise.

#AI #ML #BigData #DataScience #InternetOfThings… https://t.co/lYENP2i5ah",31/03/2020
"I published an article on ""An End-to-End Data Science Project on Diabetes"". 
It's an article about my Final project… https://t.co/ebtjCgz8S6",31/03/2020
"The MLSA ~ My inspired project to level up in #MachineLearning 🔥 https://t.co/cm4Nyr7xHy 

#learning #playing… https://t.co/Y8jK4DgL8i",31/03/2020
Tensorflow and Keras For Neural Networks and Deep Learning https://t.co/70XUmtfGcH  #machinelearning #ad,31/03/2020
Developing Industrial Internet of Things https://t.co/JaCJD02NIb  #machinelearning #ad,31/03/2020
sparklyr joins as its Newest Incubation Project - Scaling data science and machine learning workflows using Apache… https://t.co/TN31YZ9hVZ,31/03/2020
"Check out our selection of articles from this month that we think you should read: 🚀

https://t.co/X72tjtCw0s… https://t.co/VnYFjrCnsm",31/03/2020
Still distancing GAN. #generativeart #machinelearning #stylegan https://t.co/tVHcNtT93I,31/03/2020
Take a look at How AI and Image processing could help in the fight against COVID-19 https://t.co/DoRKP1QI6X… https://t.co/PoPDiP3OzP,31/03/2020
"How to Speak Robot: As the #Art World Flirts With #AI, 

Here Is a #Glossary of Terminology You Need to Know… https://t.co/pPGy03NSlp",31/03/2020
We are proud to announce the commencement of our Machine Learning project that would help businesses with sales and… https://t.co/vhEyAkO63a,31/03/2020
#TechNews - The Global #MachineLearning Market is expected to grow by USD 11.16 bn during 2020-2024 - Read more:… https://t.co/C96NM9L2f9,31/03/2020
"Can #AI help in the response to #coronavirus?

Professor Mihaela van der Schaar (@MihaelaVDS) on how using AI and m… https://t.co/0uKGiSwoIv",31/03/2020
Researchers use machine learning to predict large wildfires ... - Get started with 100% Practical Free Machine Lear… https://t.co/g2TC3I3bk0,31/03/2020
"Satellite mapping, 3D modeling, and machine learning have become game-changers #machinelearning… https://t.co/N0AF6oePvf",31/03/2020
"#arXiv #machinelearning [cs.LG] Semi-Federated Learning. (arXiv:2003.12795v1 [cs.LG]) https://t.co/qIjkUCMewB

Fede… https://t.co/UFroIA9wTb",31/03/2020
#arXiv #machinelearning [cs.LG] Correlated daily time series and forecasting in M4 competition. (arXiv:2003.12796v1… https://t.co/7lCzaGhcAD,31/03/2020
Government-funded public administration initiatives lead the way to adoption of internet of things (IoT) networks a… https://t.co/1W5VCZZS7J,31/03/2020
"Comment your answer 👇
Visit https://t.co/6Lm2xXAYgO for more info
#MachineLearning  #python #ArtificialIntelligence https://t.co/JFNVm4rghv",31/03/2020
AI tool predicts which coronavirus patients get deadly 'wet lung' https://t.co/kv3xjWuqIy via @aljazeera… https://t.co/X1pZqtHAVA,31/03/2020
"How can data influence consumer behaviour? 

https://t.co/GDuSOW3wUo

#AlwaysEvolving #DataScience #DataScienceJobs… https://t.co/PLQ6450AIk",31/03/2020
Putting artificial intelligence to work in the lab: Automated scanning probe microscopy controlled by #AI /… https://t.co/JnHeFMvbEg,31/03/2020
We talk #MachineLearning and how developers can access such tech with programming languages like Julia and Swift wi… https://t.co/TBBMC13Qpa,31/03/2020
"Violence-detecting #drones, leveraging #AI to keep the peace

@Seeker via @MikeQuindazzi #IoT #ML #EmergingTech… https://t.co/dABcy3GtJH",31/03/2020
"We provide an entire range of AI services that include Machine Learning, Natural Language Processing, Speech Recogn… https://t.co/myd7IJd6Km",31/03/2020
"Delighted to exchange ideas with @tomtaulli on AI and Machine Learning. Insights shared by @adnanmasood 
#AI… https://t.co/22TITjEsjE",31/03/2020
ICYMI: We explain two of the most common categories of #MachineLearning in this post. Learn more about supervised a… https://t.co/AUWhM0Frkm,31/03/2020
"The latest Games, Reskinning and more! https://t.co/2YW1Gt3efC #machinelearning #python",31/03/2020
AI has power to change the complete era of customer experience and it’s not just about Chatbots.… https://t.co/zi0leZtKMb,31/03/2020
Bridging the gap between #RPA #technology &amp; business – the role of a #BusinessAnalyst https://t.co/A2DbtA4Pnc… https://t.co/xcRMYzTG13,31/03/2020
One of the best things about #Bravetools is how easy it is to publish a service and re-deploy its carbon copy on a… https://t.co/UoNsJ33Sh3,31/03/2020
Machine translation of Neural signals (variations in brain cortical activity)to sentences with an encoder-decoder f… https://t.co/AzQFD2nyPn,31/03/2020
FAU is hiring Open Topic Professorships for Artificial Intelligence in Biomedical Engineering:… https://t.co/W0TOT6qThv,31/03/2020
Clients simply submit their logistics problems to our solvers via an API endpoint and receive the solution as a res… https://t.co/nuY5krYYlG,31/03/2020
#AI strategies from 35 counties representing 90% of Global #GDP. ⚡ @holoniq via @MikeQuindazzi #MachineLearning… https://t.co/WvVl5IMbVa,31/03/2020
VIDEO: The end of work as we know it. #hyperproductivity #SmartCompanies #ArtificialIntelligence #MachineLearning… https://t.co/VJPlid6uJs,31/03/2020
"VIDEO: Why the next big leap in #AI will have nothing to do with deep learning.
#DeepLearning #QuantumMechanics… https://t.co/mahfLzJs2w",31/03/2020
Kaggle Competition Aims AI at COVID-19 - InformationWeek https://t.co/DAhrA1hvbN #machinelearning,31/03/2020
The latest The machine learning Daily! https://t.co/Arof2apDqk #machinelearning #ai,31/03/2020
"Video: #AI, the end of #deeplearning ?
#DeepLearning #QuantumMechanics #MachineLearning #CognitiveComputing #RPA… https://t.co/IfiF0pa3dd",31/03/2020
#AI strategies from 35 counties representing 90% of Global #GDP. ⚡ @holoniq via @MikeQuindazzi #MachineLearning… https://t.co/Fb1tNFVddm,31/03/2020
The AI-Adam Daily! https://t.co/FeaqZXJSZA Thanks to @BorisGarfias @tensorflow_guru @VisTran #ai #machinelearning,31/03/2020
